201
63	0.0	0.1813	0.12657	0.31548	0.39838	.	0.31995	0.40208	0.28644	.	0.26562	0.24504	0.26228	0.25727	0.28562	0.27377	0.27919	0.28799	0.28338	0.26989	0.33122	0.22518	0.24642	.	.	0.22524	0.36203	0.29003	0.4842	0.28378	0.31559	0.26704	0.57995	0.4706	0.56675	0.58166	0.3715	0.41059	0.3099	0.38298	0.36809	0.36776	0.48222	0.48973	.	0.41981	0.36842	0.4079	0.37355	0.32402	0.4391	0.38592	0.33188	0.35741	0.41481	0.54166	.	0.39124	0.3509	0.42636	0.36865	0.33875	0.3639	0.38433	0.38758	0.53216	0.46109	0.3756	0.41463	0.39495	0.37394	0.3469	0.35865	0.35621	0.33091	0.38015	0.55835	0.53295	0.45057	0.48819	0.4796	0.39367	0.30673	0.37526	0.33314	0.33708	0.32556	0.32689	0.39694	0.34582	0.32459	0.30353	0.50479	0.47955	0.52408	0.34505	0.34046	0.34661	0.30322	0.32939	0.50372	0.35642	0.3623	0.51201	0.35843	0.3429	0.31778	0.36657	0.32777	0.35055	0.401	0.35701	0.43576	0.35598	0.32436	0.30751	0.70198	0.4003	0.37633	0.3338	.	0.45049	0.45049	0.40503	0.39881	0.38253	0.37249	0.38187	0.35363	0.40396	.	0.30708	0.34161	0.35665	0.33315	0.36982	0.38907	0.36381	0.34214	0.29404	0.42487	0.4062	0.37944	0.36915	.	0.43375	0.45345	0.35248	0.38191	0.42422	0.31811	0.38341	0.38957	0.38132	0.43579	0.41924	0.45436	0.44896	0.45922	0.47059	0.32749	0.33518	0.30972	0.39143	0.39863	0.35322	0.37955	0.4646	0.39626	0.36103	0.68796	0.72696	0.38267	0.47018	0.35567	0.63692	0.4706	0.44722	0.39392	0.39495	0.39762	0.39805	0.31924	0.38031	0.37588	0.33856	0.49124	0.32248	0.40228	0.45284	.	0.36464	0.37422	0.36212	0.36905	0.36185	0.43137	.	0.32745	0.28965	0.58772
34	0.1813	0.0	.	0.32858	0.41148	0.27079	0.33304	0.41518	0.29954	0.29315	0.27872	0.25814	0.27538	0.27037	0.29871	0.28687	0.29229	0.30108	0.29648	0.28298	0.34431	0.23828	0.25952	.	0.23407	0.23833	0.37512	0.30313	.	0.29687	0.32868	0.28013	0.59305	0.48369	0.57985	0.59476	0.3846	0.42369	0.323	0.39608	0.38118	0.38086	0.49531	0.50283	0.3625	0.43291	0.38152	0.42099	0.38664	0.33712	0.45219	.	0.34498	0.37051	0.4279	0.55475	0.34284	0.40433	0.364	0.43945	0.38174	.	0.377	0.39743	0.40067	0.54525	0.47419	0.38869	0.42773	0.40805	0.38704	0.36	0.37175	0.3693	0.34401	0.39325	0.57145	0.54605	0.46367	0.50129	0.4927	.	0.31983	0.38836	0.34623	0.35017	0.33866	0.33998	0.41004	0.35892	0.33769	0.31662	0.51788	0.49265	0.53718	0.35815	0.35356	0.35971	0.31631	0.34249	0.51681	0.36952	0.37539	0.5251	0.37153	.	0.33088	0.37966	0.34086	.	0.4141	0.3701	0.44886	0.36908	0.33746	0.32061	0.71508	.	0.38943	0.3469	0.44821	0.46359	0.46358	0.41813	0.4119	0.39563	0.38559	0.39496	0.36673	0.41705	0.34436	0.32017	0.35471	0.36975	0.34625	0.38292	0.40217	0.37691	0.35524	0.30713	.	0.41929	0.39254	0.38225	0.44536	0.44684	0.46655	0.36558	0.39501	.	0.33121	0.39651	0.40267	0.39442	0.44889	.	0.46746	0.46206	0.47232	.	0.34059	0.34828	0.32281	.	0.41172	0.36632	0.39265	0.4777	0.40935	0.37413	0.70106	0.74006	0.39577	0.48328	0.36877	0.65001	.	0.46032	0.40701	0.40805	0.41072	0.41114	0.33234	0.3934	0.38897	0.35166	0.50434	0.33558	0.41538	0.46593	0.30545	0.37773	0.38732	0.37521	0.38215	0.37495	0.44447	0.38447	0.34055	0.30275	0.60082
36	0.12657	.	0.0	0.21949	0.30239	0.16171	0.22396	0.30609	0.19045	0.18406	0.16963	0.14905	0.16629	0.16128	0.18963	0.17778	0.1832	.	0.18739	0.1739	0.23523	0.12919	0.15043	0.16426	.	0.12924	0.26604	.	0.38821	0.18779	0.2196	0.17105	.	0.37461	0.47076	0.48567	0.27551	0.3146	0.21391	0.28699	0.2721	.	0.38623	0.39374	0.25341	0.32382	0.27243	0.31191	0.27756	0.22803	0.3431	0.28993	0.23589	0.26142	0.31882	0.44567	0.23375	0.29525	.	0.33036	0.27266	0.24276	0.26791	0.28834	0.29159	0.43617	.	0.27961	0.31864	0.29896	0.27795	0.25091	0.26266	0.26022	0.23492	0.28416	0.46236	0.43696	0.35458	0.3922	0.38361	0.29768	0.21074	0.27927	0.23715	0.24109	0.22957	0.2309	0.30095	0.24983	0.2286	0.20754	0.4088	0.38356	0.42809	0.24906	0.24447	0.25062	0.20723	0.2334	0.40773	0.26043	0.26631	0.41602	0.26244	0.24691	0.22179	0.27058	0.23178	0.25456	0.30501	0.26101	0.33977	0.25999	0.22837	0.21152	0.60599	0.3043	0.28034	0.23781	0.33912	0.3545	0.3545	0.30904	0.30282	0.28654	0.2765	0.28588	0.25764	0.30797	0.23528	0.21109	0.24562	0.26066	0.23716	0.27383	0.29308	0.26782	0.24615	0.19805	0.32888	0.31021	0.28345	0.27316	0.33628	0.33776	0.35746	0.25649	0.28592	0.32823	0.22212	.	0.29358	0.28533	0.3398	0.32325	0.35837	0.35297	0.36323	0.3746	0.2315	0.23919	0.21372	0.29544	0.30264	0.25723	0.28356	0.36861	0.30027	0.26504	0.59197	0.63097	0.28668	.	0.25968	0.54093	0.37461	0.35123	.	0.29896	0.30163	0.30205	0.22325	0.28432	0.27989	0.24257	0.39525	0.22649	0.30629	0.35684	0.19637	0.26864	0.27823	0.26613	0.27306	0.26586	0.33538	0.27538	0.23146	0.19366	0.49173
94	0.31548	0.32858	0.21949	0.0	0.19952	0.12436	0.20668	0.28881	.	0.21202	0.20726	0.18668	0.20392	0.19891	0.29521	.	0.28879	0.29758	.	0.27948	0.34081	0.23477	0.25601	0.26985	0.23056	0.23483	0.37162	0.29962	0.49379	0.29337	0.32518	.	0.58955	.	0.57634	0.59125	0.38109	0.42018	0.31949	0.39257	0.37768	0.37735	0.49181	0.49932	0.35899	0.4294	0.37801	0.41749	0.38314	0.33362	0.44869	0.39551	0.34147	.	0.4244	0.55125	0.33933	0.40083	0.36049	0.43595	0.37824	0.34834	0.37349	0.39392	.	0.54175	0.47068	0.38519	0.42422	0.40454	0.38353	0.35649	0.36824	0.3658	0.3405	0.38974	0.56794	0.54255	0.46016	0.49779	0.48919	0.40326	0.31632	0.38485	0.34273	0.34667	0.33515	.	0.40654	0.35542	.	0.31312	0.51438	0.48914	0.53367	0.35464	0.35005	0.35621	0.31281	0.33898	0.51331	0.36601	0.37189	0.5216	0.36802	0.35249	0.32737	0.37616	0.33736	0.36014	0.41059	0.3666	0.44535	0.36557	0.33395	.	0.71157	0.40989	0.38592	0.34339	0.4447	0.46008	0.46008	0.41462	0.4084	0.39212	0.38208	0.39146	0.36323	0.41355	0.34086	0.31667	0.3512	0.36625	0.34274	0.37941	0.39866	0.37341	0.35174	0.30363	0.43446	0.41579	0.38903	0.37874	0.44186	0.44334	0.46304	0.36207	0.3915	0.43381	0.3277	0.393	0.39916	0.39091	0.44538	0.42883	0.46395	0.45855	0.46882	0.48018	0.33708	0.34478	0.31931	0.40102	0.40822	0.36281	0.38914	.	0.40585	0.37062	0.69755	0.73656	0.39226	0.47977	0.36526	0.64651	0.48019	0.45681	0.40351	0.40454	0.40721	0.40764	0.32883	0.3899	0.38547	0.34816	0.50083	0.33207	0.41187	0.46243	0.30195	0.37423	0.38381	0.37171	0.37864	0.37145	0.44096	0.38097	0.33704	0.29924	0.59731
20	0.39838	0.41148	0.30239	0.19952	0.0	0.20726	0.28958	0.37171	0.25607	0.29492	0.29015	0.26957	.	0.2818	0.3781	0.36626	0.37168	0.38048	0.37587	0.36237	0.4237	0.31767	0.33891	0.35274	0.31346	0.31772	0.45451	0.38252	0.57669	0.37627	0.40807	0.35952	0.67244	.	0.65924	0.67415	0.46399	0.50308	0.40239	0.47547	0.46057	0.46025	0.57471	0.58222	0.44189	0.5123	0.46091	0.50038	0.46603	0.41651	0.53158	0.47841	0.42437	.	0.50729	0.63415	0.42223	0.48373	.	0.51884	0.46113	0.43124	0.45639	0.47682	0.48006	0.62464	0.55358	0.46808	0.50712	0.48744	0.46643	0.43939	0.45114	.	0.4234	0.47264	0.65084	0.62544	0.54306	0.58068	0.57209	0.48615	.	0.46775	0.42562	0.42956	0.41805	.	0.48943	0.43831	0.41708	0.39601	0.59727	0.57204	0.61657	0.43754	0.43295	0.4391	0.39571	0.42188	0.5962	0.44891	0.45478	0.60449	0.45092	0.43539	0.41027	0.45905	0.42025	0.44304	0.49349	0.44949	0.52825	0.44847	0.41685	0.4	0.79447	0.49278	0.46882	0.42629	0.5276	0.54298	0.54297	0.49752	0.4913	0.47502	0.46498	0.47435	0.44612	0.49644	0.42375	0.39956	.	0.44914	0.42564	0.46231	0.48156	0.4563	0.43463	0.38652	.	0.49868	0.47193	0.46164	0.52475	0.52623	0.54594	0.44497	0.4744	0.51671	0.4106	0.4759	0.48206	0.47381	0.52828	0.51173	0.54685	0.54145	0.55171	0.56308	0.41998	.	0.4022	0.48392	0.49112	0.44571	0.47204	0.55709	0.48874	0.45352	0.78045	0.81945	0.47516	0.56267	0.44816	0.7294	0.56309	0.53971	.	0.48744	0.49011	0.49053	.	0.47279	0.46836	0.43105	0.58373	0.41497	0.49477	0.54532	0.38484	0.45712	.	0.4546	0.46154	0.45434	0.52386	0.46386	0.41994	0.38214	0.68021
180	.	0.27079	0.16171	0.12436	0.20726	0.0	0.1489	0.23103	0.11539	0.15424	0.14947	0.12889	0.14613	0.14112	0.23742	0.22557	0.231	0.23979	0.23519	0.22169	0.28302	0.17699	0.19822	.	0.17277	0.17704	0.31383	0.24184	0.436	0.23558	0.26739	0.21884	0.53176	0.4224	0.51856	0.53346	0.32331	0.3624	0.2617	0.33478	0.31989	0.31956	0.43402	0.44154	0.3012	0.37161	0.32023	0.3597	0.32535	0.27583	0.3909	0.33773	0.28369	0.30921	0.36661	0.49346	0.28155	0.34304	0.30271	0.37816	0.32045	.	0.31571	0.33613	0.33938	0.48396	0.41289	0.3274	0.36644	0.34675	0.32574	0.2987	0.31045	0.30801	0.28271	0.33195	0.51016	0.48476	0.40238	0.44	0.43141	0.34547	0.25854	0.32707	0.28494	0.28888	0.27736	0.27869	0.34875	0.29763	0.2764	0.25533	0.45659	0.43136	0.47588	0.29685	0.29226	0.29842	0.25502	0.2812	0.45552	0.30823	0.3141	0.46381	0.31024	.	0.26959	0.31837	0.27957	0.30236	0.35281	0.30881	0.38757	0.30779	0.27616	0.25932	0.65379	0.3521	0.32814	0.28561	0.38691	0.40229	0.40229	0.35684	0.35061	0.33434	0.3243	0.33367	0.30544	0.35576	0.28307	.	0.29342	0.30846	0.28496	0.32163	0.34087	.	0.29395	0.24584	0.37668	0.358	0.33124	0.32095	0.38407	0.38555	0.40526	0.30428	0.33371	.	0.26992	0.33522	0.34138	0.33313	0.38759	0.37105	0.40617	0.40077	0.41103	0.42239	0.2793	0.28699	0.26152	0.34324	0.35043	0.30502	0.33136	0.41641	0.34806	0.31284	0.63977	0.67877	0.33448	0.42199	0.30747	0.58872	0.42241	0.39902	0.34572	0.34676	0.34942	0.34985	0.27105	0.33211	0.32768	0.29037	0.44304	0.27429	0.35409	0.40464	0.24416	0.31644	0.32603	0.31392	0.32086	0.31366	0.38317	0.32318	0.27926	0.24146	0.53953
192	0.31995	0.33304	0.22396	0.20668	0.28958	0.1489	0.0	.	0.04566	0.21649	0.21172	0.19114	0.20838	0.20337	0.29967	0.28782	0.29325	0.30204	0.29744	0.28394	0.34527	0.23924	0.26047	0.27431	0.23502	0.23929	0.37608	0.30409	0.49825	0.29783	0.32964	0.28109	0.59401	0.48465	0.58081	0.59571	0.38556	0.42465	0.32395	0.39703	0.38214	0.38181	.	0.50379	0.36345	0.43386	0.38248	0.42195	0.3876	0.33808	0.45315	0.39998	0.34594	0.37146	0.42886	0.55571	0.3438	0.40529	0.36496	0.44041	0.3827	0.3528	0.37796	0.39838	0.40163	0.54621	0.47514	0.38965	0.42869	0.409	0.38799	0.36095	0.3727	0.37026	0.34496	0.3942	0.57241	0.54701	0.46463	0.50225	0.49366	0.40772	0.32079	0.38932	0.34719	0.35113	0.33961	0.34094	0.411	0.35988	0.33865	0.31758	.	0.49361	0.53813	0.3591	0.35451	0.36067	0.31727	0.34345	0.51777	0.37048	0.37635	.	0.37249	0.35696	0.33184	0.38062	0.34182	0.36461	0.41506	0.37106	0.44982	.	0.33841	0.32157	0.71604	0.41435	0.39039	0.34786	0.44916	0.46454	0.46454	0.41909	0.41286	0.39659	0.38655	0.39592	0.36769	0.41801	0.34532	0.32113	.	0.37071	0.34721	0.38388	0.40312	0.37787	0.3562	0.30809	0.43893	0.42025	0.39349	0.3832	0.44632	0.4478	0.46751	0.36653	0.39596	0.43828	0.33217	0.39747	0.40363	0.39538	0.44984	0.4333	0.46842	0.46302	.	0.48464	0.34155	0.34924	0.32377	0.40549	0.41268	0.36727	0.39361	0.47866	0.41031	0.37509	0.70202	0.74102	0.39673	0.48424	0.36972	0.65097	0.48466	0.46127	0.40797	0.40901	0.41167	0.4121	0.3333	0.39436	0.38993	0.35262	0.50529	.	0.41634	0.46689	0.30641	0.37869	0.38828	0.37617	0.3831	0.37591	0.44542	0.38543	0.34151	0.30371	0.60178
160	0.40208	0.41518	0.30609	0.28881	0.37171	0.23103	.	0.0	0.1278	0.29862	0.29385	0.27327	0.29052	0.2855	0.3818	0.36996	0.37538	0.38417	.	0.36607	0.4274	0.32137	0.3426	0.35644	0.31715	0.32142	0.45821	0.38622	0.58038	0.37996	0.41177	0.36322	0.67614	0.56678	0.66294	0.67785	0.46769	0.50678	0.40608	0.47917	0.46427	0.46395	0.5784	0.58592	0.44559	0.51599	0.46461	0.50408	0.46973	0.42021	0.53528	0.48211	0.42807	0.45359	0.51099	0.63784	0.42593	0.48742	0.44709	0.52254	0.46483	0.43494	0.46009	0.48051	0.48376	0.62834	0.55728	0.47178	0.51082	0.49113	0.47012	.	0.45483	0.45239	0.4271	0.47634	0.65454	0.62914	0.54676	0.58438	0.57579	0.48985	0.40292	0.47145	0.42932	0.43326	0.42175	0.42307	0.49313	0.44201	0.42078	0.39971	0.60097	0.57574	0.62027	0.44123	0.43664	0.4428	0.3994	0.42558	0.5999	0.45261	0.45848	0.60819	0.45462	0.43909	0.41397	.	0.42395	0.44674	0.49719	0.45319	.	0.45217	0.42055	0.4037	0.79817	0.49648	0.47252	0.42999	0.53129	0.54667	0.54667	0.50122	0.49499	.	0.46868	0.47805	0.44982	0.50014	0.42745	0.40326	0.4378	0.45284	0.42934	0.46601	0.48525	0.46	0.43833	0.39022	0.52106	0.50238	0.47563	0.46533	0.52845	0.52993	0.54964	0.44866	0.4781	0.52041	0.4143	0.4796	0.48576	0.47751	0.53197	0.51543	0.55055	0.54515	0.55541	0.56677	0.42368	.	0.4059	0.48762	0.49481	0.4494	0.47574	0.56079	0.49244	0.45722	0.78415	0.82315	0.47886	0.56637	0.45186	0.7331	0.56679	0.5434	0.4901	0.49114	0.4938	0.49423	0.41543	0.47649	0.47206	0.43475	0.58743	0.41867	0.49847	0.54902	0.38854	0.46082	.	0.4583	0.46524	0.45804	0.52756	0.46756	.	0.38584	0.68391
138	0.28644	0.29954	0.19045	.	0.25607	0.11539	0.04566	0.1278	0.0	0.18298	0.17821	0.15763	0.17488	0.16986	0.26616	0.25432	0.25974	0.26853	0.26393	0.25043	0.31176	.	0.22696	0.2408	0.20151	0.20578	0.34257	0.27058	.	0.26432	0.29613	0.24758	0.5605	0.45114	0.5473	0.56221	0.35205	.	0.29044	0.36353	0.34863	0.34831	0.46276	0.47028	.	.	0.34897	0.38844	0.35409	0.30457	0.41964	0.36647	0.31243	0.33795	0.39535	0.5222	0.31029	0.37178	0.33145	.	0.34919	0.3193	0.34445	0.36487	0.36812	0.5127	.	0.35614	0.39518	0.37549	0.35449	0.32744	0.3392	0.33675	0.31146	0.3607	0.5389	0.5135	0.43112	0.46874	0.46015	.	0.28728	0.35581	0.31368	0.31762	0.30611	0.30743	0.37749	0.32637	0.30514	.	0.48533	0.4601	0.50463	0.3256	0.32101	0.32716	0.28376	0.30994	0.48426	0.33697	0.34284	0.49255	0.33898	.	0.29833	0.34711	0.30831	0.3311	0.38155	0.33755	0.41631	0.33653	0.30491	0.28806	0.68253	0.38084	0.35688	0.31435	0.41565	0.43104	0.43103	0.38558	0.37935	0.36308	0.35304	0.36241	0.33418	0.3845	.	0.28762	0.32216	0.3372	0.3137	0.35037	0.36961	0.34436	0.32269	0.27458	0.40542	0.38674	0.35999	0.34969	0.41281	0.41429	0.434	.	0.36246	0.40477	.	0.36396	0.37012	0.36187	0.41633	0.39979	0.43491	0.42951	0.43977	0.45113	0.30804	0.31573	0.29026	0.37198	0.37917	0.33376	0.3601	0.44515	0.3768	0.34158	0.66851	0.70751	0.36322	0.45073	0.33622	0.61746	.	0.42776	0.37446	0.3755	0.37816	0.37859	0.29979	0.36085	0.35642	0.31911	0.47179	0.30303	0.38283	0.43338	0.2729	0.34518	0.35477	0.34266	0.3496	0.3424	0.41192	0.35192	0.308	0.2702	0.56827
169	.	0.29315	0.18406	0.21202	0.29492	0.15424	0.21649	0.29862	0.18298	0.0	0.17182	0.15124	.	0.16347	0.25977	0.24793	0.25335	0.26214	0.25754	0.24404	0.30537	0.19934	.	0.23441	0.19512	0.19939	0.33618	0.26419	0.45835	0.25793	0.28974	0.24119	0.55411	0.44475	0.54091	0.55582	0.34566	0.38475	0.28405	0.35713	0.34224	0.34192	0.45637	0.46389	0.32356	0.39396	0.34258	0.38205	0.3477	0.29818	0.41325	0.36008	0.30604	0.33156	.	0.51581	0.3039	0.36539	0.32506	0.40051	0.3428	0.31291	0.33806	0.35848	0.36173	0.50631	0.43525	0.34975	0.38879	0.3691	.	0.32105	0.3328	0.33036	0.30507	0.35431	0.53251	0.50711	0.42473	0.46235	0.45376	0.36782	0.28089	.	0.30729	0.31123	0.29972	0.30104	0.3711	0.31998	0.29875	0.27768	0.47894	0.45371	0.49824	0.3192	0.31461	0.32077	0.27737	0.30355	0.47787	0.33058	0.33645	0.48616	0.33259	0.31706	0.29194	0.34072	0.30192	0.32471	0.37516	0.33116	0.40992	0.33014	0.29852	0.28167	0.67614	0.37445	0.35049	0.30796	0.40926	0.42464	0.42464	0.37919	0.37296	0.35669	.	0.35602	0.32779	0.37811	0.30542	0.28123	0.31577	0.33081	0.30731	0.34398	0.36322	0.33797	0.3163	0.26819	0.39903	0.38035	0.3536	0.3433	0.40642	.	.	0.32663	0.35607	0.39838	0.29227	0.35757	0.36373	0.35548	0.40994	0.3934	0.42852	0.42312	0.43338	0.44474	0.30165	0.30934	0.28387	0.36559	.	0.32737	.	0.43876	0.37041	0.33519	0.66212	0.70112	0.35683	0.44434	0.32983	0.61107	0.44476	0.42137	0.36807	0.36911	0.37177	0.3722	0.2934	0.35446	0.35003	.	0.4654	0.29664	0.37644	0.42699	0.26651	0.33879	0.34838	0.33627	0.34321	.	0.40553	0.34553	0.30161	0.26381	0.56188
