40
Tax0	0.0	0.35824	0.33549	0.32694	.	.	0.39092	0.32214	.	.	.	.	0.40236	.	.	.	0.38619	0.31008	.	.	.	1.15924	1.09844	1.08588	0.84728	.	0.82091	0.71402	.	.	0.86314	.	0.86777	0.85118	0.94266	.	0.85919	.	.	0.76782
Tax1	0.35824	0.0	.	0.49618	0.48891	.	.	.	0.47371	.	.	.	.	0.53667	.	0.62705	0.55544	.	1.20117	.	1.3219	.	.	.	.	.	.	0.88326	1.0909	1.0306	1.03238	.	1.03702	1.02042	.	.	.	0.9233	0.92737	.
Tax30	0.33549	.	0.0	.	0.08744	.	.	0.23611	.	0.36887	.	.	.	0.47806	.	0.56845	0.49683	.	.	.	.	.	1.20908	1.19652	.	0.96023	0.93155	0.82465	1.03229	0.97199	0.97378	.	.	0.96182	.	0.95583	0.96983	0.86469	.	.
Tax31	0.32694	0.49618	.	0.0	.	0.09605	.	0.22756	.	0.36031	.	.	.	.	0.53919	0.55989	0.48828	.	1.13401	1.13767	1.25474	1.26132	.	1.18796	0.94936	.	0.92299	.	1.02374	0.96344	.	.	0.96986	.	1.04474	0.94728	0.96127	0.85614	0.86021	0.8699
Tax24	.	0.48891	0.08744	.	0.0	.	0.19488	0.22028	0.22169	0.35304	.	.	0.49717	.	0.53192	.	0.48101	.	1.12674	1.1304	1.24747	.	.	1.18069	0.94209	.	0.91572	0.80883	1.01647	0.95617	0.95795	0.95614	.	0.94599	.	0.94	.	0.84887	0.85293	.
Tax21	.	.	.	0.09605	.	0.0	.	0.21161	0.21302	0.34437	.	.	.	0.45356	0.52325	.	0.47233	.	1.11807	1.12173	.	1.24538	1.18458	1.17202	0.93341	.	.	0.80016	1.0078	.	.	0.94747	0.95391	.	.	.	.	0.8402	0.84426	0.85396
Tax11	0.39092	.	.	.	0.19488	.	0.0	.	0.29295	.	0.54033	0.4404	.	0.53349	0.60317	.	0.55226	.	.	.	.	1.3253	1.26451	.	.	1.01565	0.98697	.	1.08772	1.02742	1.0292	.	.	1.01724	1.10872	.	.	.	0.92419	0.93389
Tax5	0.32214	.	0.23611	0.22756	0.22028	0.21161	.	0.0	.	0.35552	0.47156	.	.	.	0.5344	.	0.48348	.	1.12922	.	1.24995	.	1.19573	1.18317	0.94457	.	0.9182	0.81131	1.01895	0.95865	.	.	0.96507	0.94847	.	0.94248	0.95648	.	.	0.86511
Tax12	.	0.47371	.	.	0.22169	0.21302	0.29295	.	0.0	.	.	0.34122	.	0.44704	0.51672	.	.	.	1.11154	1.11521	.	.	1.17806	1.1655	0.92689	.	0.90053	.	1.00127	0.94097	0.94275	0.94094	0.94739	0.93079	.	0.92481	0.9388	0.83367	0.83774	0.84744
Tax13	.	.	0.36887	0.36031	0.35304	0.34437	.	0.35552	.	0.0	.	0.47256	0.61332	0.57839	0.64807	.	0.59716	0.52104	.	1.24655	.	1.3702	.	.	1.05824	1.06055	1.03187	.	1.13262	.	1.0741	1.07229	.	.	.	1.05615	1.07015	0.96502	0.96908	0.97878
Tax7	.	.	.	.	.	.	0.54033	0.47156	.	.	0.0	0.5886	.	0.69442	0.7641	0.78481	0.71319	0.63708	.	1.36259	.	1.48624	1.42544	1.41288	1.17427	.	1.14791	.	1.24865	1.18835	1.19014	1.18833	.	.	1.26965	1.17219	1.18619	.	1.08512	.
Tax6	.	.	.	.	.	.	0.4404	.	0.34122	0.47256	0.5886	0.0	0.62943	.	0.66417	0.68488	.	.	.	.	.	.	1.32551	1.31295	1.07434	.	.	.	1.14872	.	1.09021	1.0884	1.09484	1.07825	.	.	.	.	.	.
Tax9	0.40236	.	.	.	0.49717	.	.	.	.	0.61332	.	0.62943	0.0	0.16814	.	0.32679	.	.	.	1.10713	1.2242	1.23078	.	.	0.91882	.	0.89245	0.78556	.	.	.	0.93287	0.93932	0.92272	1.0142	0.91673	.	0.8256	.	0.83936
Tax10	.	0.53667	0.47806	.	.	0.45356	0.53349	.	0.44704	0.57839	0.69442	.	0.16814	0.0	.	0.29185	0.22024	0.24921	1.06853	.	1.18926	.	.	.	.	0.88619	0.85752	.	.	.	.	0.89794	.	0.88779	.	0.8818	0.8958	.	0.79473	0.80443
Tax16	.	.	.	0.53919	0.53192	0.52325	0.60317	0.5344	0.51672	0.64807	0.7641	0.66417	.	.	0.0	.	0.24379	.	.	1.14188	.	1.26553	1.20473	1.19217	.	0.95588	0.9272	0.82031	1.02795	0.96765	.	.	0.97406	0.95747	1.04895	.	0.96548	.	.	0.87411
Tax17	.	0.62705	0.56845	0.55989	.	.	.	.	.	.	0.78481	0.68488	0.32679	0.29185	.	0.0	0.26449	0.33959	1.15892	.	.	1.28623	.	.	.	.	0.9479	0.84101	.	0.98835	0.99013	0.98832	.	0.97817	1.06965	0.97218	.	0.88105	0.88511	.
Tax8	0.38619	0.55544	0.49683	0.48828	0.48101	0.47233	0.55226	0.48348	.	0.59716	0.71319	.	.	0.22024	0.24379	0.26449	0.0	0.26798	.	1.09097	.	1.21462	.	.	.	0.90496	0.87629	.	0.97703	.	.	0.91671	0.92315	0.90655	0.99803	.	0.91457	0.80943	.	.
Tax2	0.31008	.	.	.	.	.	.	.	.	0.52104	0.63708	.	.	0.24921	.	0.33959	0.26798	0.0	.	1.01485	1.13192	.	.	.	.	0.82885	.	0.69328	0.90092	0.84062	.	0.84059	.	.	0.92192	.	.	.	0.73739	0.74708
Tax19	.	1.20117	.	1.13401	1.12674	1.11807	.	1.12922	1.11154	.	.	.	.	1.06853	.	1.15892	.	.	0.0	.	0.28207	0.28865	0.22786	.	0.7881	0.79042	.	0.65485	.	0.80219	.	.	0.99958	0.98299	1.07447	0.977	0.991	1.07152	1.07559	1.08529
Tax20	.	.	.	1.13767	1.1304	1.12173	.	.	1.11521	1.24655	1.36259	.	1.10713	.	1.14188	.	1.09097	1.01485	.	0.0	0.28574	0.29232	0.23152	.	.	0.79408	0.7654	.	0.86615	.	.	0.80582	.	0.98665	.	0.98066	.	1.07519	1.07925	.
Tax34	.	1.3219	.	1.25474	1.24747	.	.	1.24995	.	.	.	.	1.2242	1.18926	.	.	.	1.13192	0.28207	0.28574	0.0	.	.	.	.	0.91115	.	0.77558	0.98322	0.92292	.	0.92289	1.12031	1.10372	1.1952	1.09773	1.11173	1.19225	.	.
Tax35	1.15924	.	.	1.26132	.	1.24538	1.3253	.	.	1.3702	1.48624	.	1.23078	.	1.26553	1.28623	1.21462	.	0.28865	0.29232	.	0.0	.	0.30988	.	0.91773	0.88905	.	0.9898	0.9295	0.93128	0.92947	1.1269	1.1103	1.20178	.	.	.	.	.
Tax15	1.09844	.	1.20908	.	.	1.18458	1.26451	1.19573	1.17806	.	1.42544	1.32551	.	.	1.20473	.	.	.	0.22786	0.23152	.	.	0.0	.	.	.	0.82825	.	0.929	.	.	0.86867	.	1.0495	.	.	1.05751	1.13804	1.14211	1.1518
Tax14	1.08588	.	1.19652	1.18796	1.18069	1.17202	.	1.18317	1.1655	.	1.41288	1.31295	.	.	1.19217	.	.	.	.	.	.	0.30988	.	0.0	.	.	.	0.7088	0.91644	0.85614	0.85792	.	1.05354	.	1.12842	.	.	1.12548	1.12954	1.13924
Tax32	0.84728	.	.	0.94936	0.94209	0.93341	.	0.94457	0.92689	1.05824	1.17427	1.07434	0.91882	.	.	.	.	.	0.7881	.	.	.	.	.	0.0	.	0.52589	.	.	0.56634	0.56812	.	0.81493	0.79834	.	0.79235	0.80635	0.88687	.	.
Tax33	.	.	0.96023	.	.	.	1.01565	.	.	1.06055	.	.	.	0.88619	0.95588	.	0.90496	0.82885	0.79042	0.79408	0.91115	0.91773	.	.	.	0.0	.	0.42131	.	.	0.57044	.	0.81724	0.80065	0.89213	.	0.80866	0.88919	0.89325	0.90295
Tax3	0.82091	.	0.93155	0.92299	0.91572	.	0.98697	0.9182	0.90053	1.03187	1.14791	.	0.89245	0.85752	0.9272	0.9479	0.87629	.	.	0.7654	.	0.88905	0.82825	.	0.52589	.	0.0	0.32223	.	.	0.52026	0.51846	.	0.77197	0.86345	.	.	.	.	.
Tax4	0.71402	0.88326	0.82465	.	0.80883	0.80016	.	0.81131	.	.	.	.	0.78556	.	0.82031	0.84101	.	0.69328	0.65485	.	0.77558	.	.	0.7088	.	0.42131	0.32223	0.0	.	0.41159	0.41337	0.41156	0.68167	0.66508	.	0.65909	0.67309	0.75361	0.75768	.
Tax25	.	1.0909	1.03229	1.02374	1.01647	1.0078	1.08772	1.01895	1.00127	1.13262	1.24865	1.14872	.	.	1.02795	.	0.97703	0.90092	.	0.86615	0.98322	0.9898	0.929	0.91644	.	.	.	.	0.0	.	.	.	.	0.87272	0.9642	0.86673	0.88073	0.96126	.	.
Tax26	.	1.0306	0.97199	0.96344	0.95617	.	1.02742	0.95865	0.94097	.	1.18835	.	.	.	0.96765	0.98835	.	0.84062	0.80219	.	0.92292	0.9295	.	0.85614	0.56634	.	.	0.41159	.	0.0	.	0.45238	.	0.81242	0.9039	.	.	0.90096	0.90502	.
Tax38	0.86314	1.03238	0.97378	.	0.95795	.	1.0292	.	0.94275	1.0741	1.19014	1.09021	.	.	.	0.99013	.	.	.	.	.	0.93128	.	0.85792	0.56812	0.57044	0.52026	0.41337	.	.	0.0	.	0.8308	.	.	.	0.82221	.	.	0.9165
Tax39	.	.	.	.	0.95614	0.94747	.	.	0.94094	1.07229	1.18833	1.0884	0.93287	0.89794	.	0.98832	0.91671	0.84059	.	0.80582	0.92289	0.92947	0.86867	.	.	.	0.51846	0.41156	.	0.45238	.	0.0	.	0.81239	0.90387	0.8064	.	0.90093	.	.
Tax22	0.86777	1.03702	.	0.96986	.	0.95391	.	0.96507	0.94739	.	.	1.09484	0.93932	.	0.97406	.	0.92315	.	0.99958	.	1.12031	1.1269	.	1.05354	0.81493	0.81724	.	0.68167	.	.	0.8308	.	0.0	.	0.27717	.	0.1937	0.90737	0.91144	0.92114
Tax23	0.85118	1.02042	0.96182	.	0.94599	.	1.01724	0.94847	0.93079	.	.	1.07825	0.92272	0.88779	0.95747	0.97817	0.90655	.	0.98299	0.98665	1.10372	1.1103	1.0495	.	0.79834	0.80065	0.77197	0.66508	0.87272	0.81242	.	0.81239	.	0.0	.	.	0.1771	0.89078	.	.
Tax27	0.94266	.	.	1.04474	.	.	1.10872	.	.	.	1.26965	.	1.0142	.	1.04895	1.06965	0.99803	0.92192	1.07447	.	1.1952	1.20178	.	1.12842	.	0.89213	0.86345	.	0.9642	0.9039	.	0.90387	0.27717	.	0.0	0.14121	0.21278	0.98226	0.98632	.
Tax28	.	.	0.95583	0.94728	0.94	.	.	0.94248	0.92481	1.05615	1.17219	.	0.91673	0.8818	.	0.97218	.	.	0.977	0.98066	1.09773	.	.	.	0.79235	.	.	0.65909	0.86673	.	.	0.8064	.	.	0.14121	0.0	0.11532	0.88479	0.88885	.
Tax18	0.85919	.	0.96983	0.96127	.	.	.	0.95648	0.9388	1.07015	1.18619	.	.	0.8958	0.96548	.	0.91457	.	0.991	.	1.11173	.	1.05751	.	0.80635	0.80866	.	0.67309	0.88073	.	0.82221	.	0.1937	0.1771	0.21278	0.11532	0.0	.	0.90285	.
Tax36	.	0.9233	0.86469	0.85614	0.84887	0.8402	.	.	0.83367	0.96502	.	.	0.8256	.	.	0.88105	0.80943	.	1.07152	1.07519	1.19225	.	1.13804	1.12548	0.88687	0.88919	.	0.75361	0.96126	0.90096	.	0.90093	0.90737	0.89078	0.98226	0.88479	.	0.0	.	0.06395
Tax37	.	0.92737	.	0.86021	0.85293	0.84426	0.92419	.	0.83774	0.96908	1.08512	.	.	0.79473	.	0.88511	.	0.73739	1.07559	1.07925	.	.	1.14211	1.12954	.	0.89325	.	0.75768	.	0.90502	.	.	0.91144	.	0.98632	0.88885	0.90285	.	0.0	.
Tax29	0.76782	.	.	0.8699	.	0.85396	0.93389	0.86511	0.84744	0.97878	.	.	0.83936	0.80443	0.87411	.	.	0.74708	1.08529	.	.	.	1.1518	1.13924	.	0.90295	.	.	.	.	0.9165	.	0.92114	.	.	.	.	0.06395	.	0.0
