40
Tax0	0.0	.	0.33549	.	0.31966	.	.	.	.	0.43581	0.55185	0.45192	.	.	0.43711	.	.	.	1.03193	1.03559	.	.	1.09844	1.08588	.	.	0.82091	.	0.92166	.	.	.	.	.	0.94266	0.84519	.	.	.	.
Tax1	.	0.0	.	0.49618	0.48891	0.48024	.	.	.	0.60506	0.72109	0.62116	0.57161	0.53667	0.60635	.	0.55544	0.47933	1.20117	.	.	.	.	.	1.01652	1.01883	.	.	.	.	.	.	.	.	1.1119	1.01444	.	0.9233	.	.
Tax30	0.33549	.	0.0	.	.	0.1046	.	.	0.23752	0.36887	.	.	0.513	.	.	.	.	0.42072	.	.	1.26329	.	.	.	0.95791	.	.	0.82465	.	.	.	.	0.97841	0.96182	1.0533	.	0.96983	0.86469	0.86876	.
Tax31	.	0.49618	.	0.0	0.07889	0.09605	0.20215	0.22756	0.22897	.	.	.	0.50445	.	.	.	.	0.41217	1.13401	.	.	1.26132	.	1.18796	.	.	.	.	.	.	0.96522	0.96341	0.96986	.	1.04474	.	0.96127	0.85614	0.86021	.
Tax24	0.31966	0.48891	.	0.07889	0.0	.	0.19488	.	.	0.35304	0.46908	0.36915	0.49717	0.46224	0.53192	0.55262	0.48101	0.40489	1.12674	1.1304	1.24747	.	1.19325	.	.	.	.	0.80883	1.01647	0.95617	0.95795	.	0.96259	.	.	0.94	0.954	.	.	.
Tax21	.	0.48024	0.1046	0.09605	.	0.0	.	0.21161	.	.	0.4604	0.36047	0.4885	0.45356	.	.	.	0.39622	1.11807	.	1.2388	.	.	.	0.93341	0.93573	.	0.80016	1.0078	.	0.94928	.	.	.	.	.	.	0.8402	0.84426	0.85396
Tax11	.	.	.	0.20215	0.19488	.	0.0	.	.	.	.	.	0.56843	.	0.60317	0.62387	.	0.47615	.	.	1.31872	1.3253	.	1.25195	1.01334	1.01565	.	.	.	.	.	1.02739	.	1.01724	1.10872	1.01126	1.02526	.	.	0.93389
Tax5	.	.	.	0.22756	.	0.21161	.	0.0	0.22417	.	.	.	.	.	.	0.5551	.	0.40737	.	.	1.24995	.	1.19573	1.18317	.	.	0.9182	.	1.01895	0.95865	0.96043	.	.	.	.	.	.	.	0.85541	.
Tax12	.	.	0.23752	0.22897	.	.	.	0.22417	0.0	.	0.39179	.	0.48198	0.44704	0.51672	.	.	.	.	1.11521	1.23227	.	.	1.1655	.	0.9292	.	.	.	.	.	.	0.94739	.	.	.	0.9388	.	.	.
Tax13	0.43581	0.60506	0.36887	.	0.35304	.	.	.	.	0.0	.	.	.	.	.	.	.	.	.	.	1.36362	.	1.3094	1.29684	1.05824	.	1.03187	0.92498	.	.	1.0741	1.07229	.	1.06214	.	1.05615	.	0.96502	0.96908	.
Tax7	0.55185	0.72109	.	.	0.46908	0.4604	.	.	0.39179	.	0.0	.	0.72936	.	0.7641	0.78481	0.71319	.	.	1.36259	.	1.48624	1.42544	1.41288	.	1.17658	.	.	1.24865	.	1.19014	1.18833	1.19477	1.17818	.	1.17219	.	1.08105	.	.
Tax6	0.45192	0.62116	.	.	0.36915	0.36047	.	.	.	.	.	0.0	0.62943	0.59449	.	0.68488	0.61326	.	1.25899	.	.	.	1.32551	.	1.07434	1.07665	.	0.94108	1.14872	1.08842	.	1.0884	1.09484	.	.	1.07226	1.08626	.	0.98519	.
Tax9	.	0.57161	0.513	0.50445	0.49717	0.4885	0.56843	.	0.48198	.	0.72936	0.62943	0.0	0.16814	0.30609	0.32679	0.25517	.	1.10347	.	.	1.23078	1.16999	1.15742	.	0.92113	0.89245	0.78556	.	.	.	.	0.93932	.	1.0142	.	.	0.8256	.	.
Tax10	.	0.53667	.	.	0.46224	0.45356	.	.	0.44704	.	.	0.59449	0.16814	0.0	.	0.29185	.	.	1.06853	.	.	1.19584	1.13505	.	0.88388	.	.	0.75062	0.95826	.	.	.	0.90438	.	0.97926	0.8818	.	0.79066	.	.
Tax16	0.43711	0.60635	.	.	0.53192	.	0.60317	.	0.51672	.	0.7641	.	0.30609	.	0.0	.	.	.	1.13821	1.14188	.	.	1.20473	.	0.95356	.	0.9272	0.82031	1.02795	0.96765	0.96943	.	.	.	1.04895	.	.	0.86035	0.86441	.
Tax17	.	.	.	.	0.55262	.	0.62387	0.5551	.	.	0.78481	0.68488	0.32679	0.29185	.	0.0	0.26449	0.33959	.	1.16258	1.27965	1.28623	1.22543	1.21287	.	.	.	.	.	.	0.99013	.	0.99477	.	.	0.97218	0.98618	0.88105	.	.
Tax8	.	0.55544	.	.	0.48101	.	.	.	.	.	0.71319	0.61326	0.25517	.	.	0.26449	0.0	.	1.0873	.	1.20803	.	.	1.14126	0.90265	.	0.87629	.	0.97703	.	.	0.91671	0.92315	.	.	0.90057	.	0.80943	0.8135	.
Tax2	.	0.47933	0.42072	0.41217	0.40489	0.39622	0.47615	0.40737	.	.	.	.	.	.	.	0.33959	.	0.0	.	.	.	1.1385	.	1.06514	.	.	0.80017	.	0.90092	.	.	0.84059	.	.	0.92192	.	0.83845	0.73332	.	.
Tax19	1.03193	1.20117	.	1.13401	1.12674	1.11807	.	.	.	.	.	1.25899	1.10347	1.06853	1.13821	.	1.0873	.	0.0	.	.	.	0.22786	.	.	0.79042	0.76174	0.65485	0.86249	.	.	.	.	0.98299	.	0.977	.	1.07152	.	.
Tax20	1.03559	.	.	.	1.1304	.	.	.	1.11521	.	1.36259	.	.	.	1.14188	1.16258	.	.	.	0.0	0.28574	.	.	.	.	0.79408	0.7654	0.65851	.	0.80585	0.80763	.	.	.	.	.	.	1.07519	1.07925	1.08895
Tax34	.	.	1.26329	.	1.24747	1.2388	1.31872	1.24995	1.23227	1.36362	.	.	.	.	.	1.27965	1.20803	.	.	0.28574	0.0	.	.	.	.	0.91115	0.88247	0.77558	0.98322	0.92292	0.9247	.	.	.	.	1.09773	.	.	1.19632	1.20602
Tax35	.	.	.	1.26132	.	.	1.3253	.	.	.	1.48624	.	1.23078	1.19584	.	1.28623	.	1.1385	.	.	.	0.0	0.32198	0.30988	.	0.91773	0.88905	.	.	0.9295	.	.	1.1269	.	.	1.10431	1.11831	1.19884	.	1.2126
Tax15	1.09844	.	.	.	1.19325	.	.	1.19573	.	1.3094	1.42544	1.32551	1.16999	1.13505	1.20473	1.22543	.	.	0.22786	.	.	0.32198	0.0	0.24908	.	.	.	0.72136	.	0.8687	.	0.86867	.	1.0495	1.14098	1.04352	1.05751	1.13804	.	.
Tax14	1.08588	.	.	1.18796	.	.	1.25195	1.18317	1.1655	1.29684	1.41288	.	1.15742	.	.	1.21287	1.14126	1.06514	.	.	.	0.30988	0.24908	0.0	0.84206	.	.	0.7088	0.91644	0.85614	0.85792	0.85611	.	1.03694	.	1.03095	1.04495	.	.	.
Tax32	.	1.01652	0.95791	.	.	0.93341	1.01334	.	.	1.05824	.	1.07434	.	0.88388	0.95356	.	0.90265	.	.	.	.	.	.	0.84206	0.0	0.02448	0.52589	.	.	0.56634	0.56812	0.56631	.	.	.	.	0.80635	.	.	0.90064
Tax33	.	1.01883	.	.	.	0.93573	1.01565	.	0.9292	.	1.17658	1.07665	0.92113	.	.	.	.	.	0.79042	0.79408	0.91115	0.91773	.	.	0.02448	0.0	.	.	.	.	0.57044	.	0.81724	.	0.89213	.	.	.	0.89325	.
Tax3	0.82091	.	.	.	.	.	.	0.9182	.	1.03187	.	.	0.89245	.	0.9272	.	0.87629	0.80017	0.76174	0.7654	0.88247	0.88905	.	.	0.52589	.	0.0	.	0.57878	0.51848	.	0.51846	.	0.77197	.	.	.	.	.	0.87427
Tax4	.	.	0.82465	.	0.80883	0.80016	.	.	.	0.92498	.	0.94108	0.78556	0.75062	0.82031	.	.	.	0.65485	0.65851	0.77558	.	0.72136	0.7088	.	.	.	0.0	0.47189	0.41159	0.41337	0.41156	0.68167	0.66508	.	.	.	.	.	.
Tax25	0.92166	.	.	.	1.01647	1.0078	.	1.01895	.	.	1.24865	1.14872	.	0.95826	1.02795	.	0.97703	0.90092	0.86249	.	0.98322	.	.	0.91644	.	.	0.57878	0.47189	0.0	0.11327	.	.	.	0.87272	.	.	.	0.96126	0.96532	.
Tax26	.	.	.	.	0.95617	.	.	0.95865	.	.	.	1.08842	.	.	0.96765	.	.	.	.	0.80585	0.92292	0.9295	0.8687	0.85614	0.56634	.	0.51848	0.41159	0.11327	0.0	0.45419	0.45238	.	0.81242	0.9039	.	0.82043	.	.	.
Tax38	.	.	.	0.96522	0.95795	0.94928	.	0.96043	.	1.0741	1.19014	.	.	.	0.96943	0.99013	.	.	.	0.80763	0.9247	.	.	0.85792	0.56812	0.57044	.	0.41337	.	0.45419	0.0	.	.	0.8142	0.90568	.	0.82221	.	0.9068	.
Tax39	.	.	.	0.96341	.	.	1.02739	.	.	1.07229	1.18833	1.0884	.	.	.	.	0.91671	0.84059	.	.	.	.	0.86867	0.85611	0.56631	.	0.51846	0.41156	.	0.45238	.	0.0	0.82899	0.81239	.	.	.	0.90093	.	0.91469
Tax22	.	.	0.97841	0.96986	0.96259	.	.	.	0.94739	.	1.19477	1.09484	0.93932	0.90438	.	0.99477	0.92315	.	.	.	.	1.1269	.	.	.	0.81724	.	0.68167	.	.	.	0.82899	0.0	.	.	.	.	0.90737	0.91144	.
