40
Tax0	0.0	0.35824	.	.	.	0.31099	.	0.32214	.	.	.	0.45192	0.40236	.	.	0.45781	.	.	.	1.03559	1.15266	1.15924	1.09844	.	0.84728	.	0.82091	0.71402	0.92166	0.86136	.	.	.	0.85118	0.94266	.	0.85919	0.75406	0.75812	0.76782
Tax1	0.35824	0.0	0.50473	.	0.48891	.	0.56016	.	0.47371	.	0.72109	.	0.57161	.	0.60635	.	.	0.47933	1.20117	.	.	1.32848	1.26769	.	1.01652	.	0.99016	0.88326	.	.	1.03238	1.03058	1.03702	1.02042	.	.	.	0.9233	0.92737	.
Tax30	.	0.50473	0.0	0.02345	0.08744	.	.	.	.	.	0.4849	0.38497	.	.	0.54774	0.56845	.	0.42072	1.14256	1.14623	1.26329	.	.	.	0.95791	.	0.93155	0.82465	.	.	0.97378	.	0.97841	0.96182	1.0533	0.95583	.	.	0.86876	0.87846
Tax31	.	.	0.02345	0.0	0.07889	.	0.20215	0.22756	0.22897	0.36031	0.47635	.	0.50445	0.46951	0.53919	0.55989	0.48828	0.41217	1.13401	.	1.25474	1.26132	1.20053	1.18796	0.94936	.	0.92299	0.8161	1.02374	.	0.96522	.	.	.	.	.	0.96127	0.85614	.	0.8699
Tax24	.	0.48891	0.08744	0.07889	0.0	.	0.19488	.	0.22169	0.35304	0.46908	.	.	0.46224	.	0.55262	0.48101	.	.	1.1304	1.24747	1.25405	1.19325	.	.	0.9444	0.91572	.	1.01647	.	0.95795	.	0.96259	0.94599	.	0.94	0.954	0.84887	.	0.86263
Tax21	0.31099	.	.	.	.	0.0	0.18621	0.21161	0.21302	0.34437	0.4604	0.36047	0.4885	0.45356	.	0.54395	0.47233	0.39622	.	1.12173	1.2388	.	.	.	0.93341	0.93573	0.90705	0.80016	1.0078	0.9475	.	.	0.95391	.	1.0288	.	0.94533	0.8402	.	0.85396
Tax11	.	0.56016	.	0.20215	0.19488	0.18621	0.0	.	0.29295	0.42429	.	.	0.56843	0.53349	0.60317	0.62387	.	.	1.19799	1.20166	1.31872	1.3253	.	1.25195	.	.	0.98697	.	1.08772	1.02742	1.0292	1.02739	.	1.01724	1.10872	1.01126	1.02526	0.92012	.	0.93389
Tax5	0.32214	.	.	0.22756	.	0.21161	.	0.0	0.22417	0.35552	0.47156	.	0.49965	0.46471	.	.	0.48348	.	.	.	1.24995	.	.	1.18317	.	0.94688	.	.	1.01895	.	.	0.95862	.	0.94847	1.03995	0.94248	.	0.85135	0.85541	0.86511
Tax12	.	0.47371	.	0.22897	0.22169	0.21302	0.29295	0.22417	0.0	0.25661	.	.	0.48198	.	.	0.53742	0.46581	0.3897	.	.	.	1.23885	.	1.1655	.	.	0.90053	.	1.00127	.	0.94275	.	0.94739	.	1.02227	.	.	0.83367	.	0.84744
Tax13	.	.	.	0.36031	0.35304	0.34437	0.42429	0.35552	0.25661	0.0	0.52314	0.47256	0.61332	.	.	0.66877	0.59716	0.52104	.	.	.	1.3702	1.3094	1.29684	1.05824	1.06055	1.03187	0.92498	.	1.07232	.	.	1.07874	1.06214	.	1.05615	1.07015	0.96502	.	0.97878
Tax7	.	0.72109	0.4849	0.47635	0.46908	0.4604	.	0.47156	.	0.52314	0.0	.	.	.	0.7641	.	0.71319	.	1.35892	1.36259	1.47965	.	1.42544	1.41288	.	.	1.14791	1.04101	1.24865	1.18835	.	.	1.19477	1.17818	1.26965	1.17219	1.18619	1.08105	1.08512	1.09482
