55
Celtis	0.0	.	0.0647	.	.	.	0.0856	0.0836	0.0649	0.0692	.	0.097	.	.	0.0932	.	0.1197	0.1391	.	0.1015	.	.	0.1326	.	0.2148	.	.	0.2231	0.204	0.2228	0.1947	.	.	0.1963	0.1735	.	.	.	.	.	.	.	.	0.1841	.	.	.	.	0.1717	.	.	0.2492	.	.	.
NothofBal	.	0.0	.	0.0893	0.0801	.	0.0909	0.089	.	.	.	0.1023	0.0886	.	0.0986	0.1195	.	.	0.108	.	0.1499	0.1538	0.138	0.1577	.	.	0.2228	0.2285	.	.	0.2001	.	0.1933	.	.	.	0.1795	.	.	.	0.1787	.	0.2363	.	.	.	0.1921	0.1943	.	.	0.2087	.	.	.	0.3317
Heuchera	0.0647	.	0.0	.	.	.	0.0739	.	0.0531	0.0575	0.077	.	.	.	.	.	.	0.1274	.	.	.	.	.	.	.	0.2018	.	.	.	.	.	0.1716	0.1762	.	.	.	.	0.1642	0.1675	.	.	.	0.2192	.	.	0.1747	0.175	0.1772	.	.	.	0.2375	0.2382	.	.
Floerkea	.	0.0893	.	0.0	.	.	.	.	.	.	0.0946	.	0.0891	0.0868	.	0.12	.	.	.	.	0.1504	.	.	0.1582	0.2207	0.2194	.	0.229	0.2099	.	0.2006	.	.	0.2022	0.1793	0.1936	0.18	.	.	0.1973	.	0.2248	0.2368	.	0.1892	0.1923	0.1926	0.1948	.	0.2116	0.2092	.	0.2558	.	.
Dipsacus	.	0.0801	.	.	0.0	.	0.0668	.	.	0.0608	.	.	0.0748	0.0726	0.0849	.	.	.	.	.	.	.	0.1243	.	0.2064	.	0.2091	0.2148	0.1957	.	0.1864	.	.	.	.	.	.	.	0.1709	.	0.165	0.2106	.	0.1757	0.175	.	.	.	.	.	.	.	.	.	.
Cornuscan	.	.	.	.	.	0.0	0.0677	.	.	0.0617	.	.	.	.	0.0857	.	.	0.1316	.	.	.	.	0.1251	0.1448	0.2073	.	0.2099	0.2156	0.1965	0.2153	0.1872	.	.	0.1888	.	0.1802	0.1666	.	0.1717	0.1839	0.1658	.	.	0.1766	.	.	0.1792	.	0.1642	.	0.1958	0.2417	0.2424	.	.
Gentiana	0.0856	0.0909	0.0739	.	0.0668	0.0677	0.0	0.0582	0.0673	0.0717	0.0912	.	.	.	0.0957	.	0.1221	.	0.1051	0.1039	0.147	.	0.1351	.	.	0.216	.	0.2256	.	0.2253	.	0.1858	0.1904	.	.	.	.	.	0.1817	0.1939	0.1758	0.2214	.	0.1866	.	0.1889	0.1892	.	0.1742	.	.	.	0.2524	.	.
Nicotiana	0.0836	0.089	.	.	.	.	0.0582	0.0	.	.	.	.	.	0.0814	.	.	0.1202	.	0.1032	0.102	.	0.1489	.	.	.	.	0.2179	0.2237	0.2046	.	.	0.1838	.	.	0.174	.	.	0.1765	.	0.192	.	0.2195	.	.	0.1839	.	0.1873	0.1895	.	0.2062	.	.	.	.	.
Platanus	0.0649	.	0.0531	.	.	.	0.0673	.	0.0	.	0.0675	0.0757	0.0619	.	0.0719	0.0929	.	.	0.0814	.	.	.	0.1113	0.131	0.1935	0.1923	.	.	.	.	.	.	.	0.175	.	.	0.1529	.	.	.	0.152	.	.	.	.	.	0.1655	0.1677	.	0.1844	.	0.2279	0.2286	.	.
Gunnera	0.0692	.	0.0575	.	0.0608	0.0617	0.0717	.	.	0.0	.	.	0.0663	0.064	.	.	0.1027	.	0.0857	0.0845	0.1276	0.1315	.	0.1354	.	0.1966	0.2005	0.2062	.	0.2059	.	0.1664	.	.	.	.	0.1572	0.159	.	.	.	.	0.214	0.1672	0.1664	.	.	.	0.1548	.	0.1864	0.2323	.	0.2885	0.3094
Austrobai	.	.	0.077	0.0946	.	.	0.0912	.	0.0675	.	0.0	.	.	.	0.0661	.	.	.	0.0935	.	.	.	.	0.1431	.	.	0.2082	0.2139	.	.	.	.	.	.	.	.	0.1649	0.1668	.	.	.	0.2097	0.2217	.	0.1741	.	0.1775	0.1797	.	.	.	.	0.2407	0.2962	.
Victoria	0.097	0.1023	.	.	.	.	.	.	0.0757	.	.	0.0	0.0611	.	.	0.1132	.	.	.	0.1005	.	0.1475	0.1317	.	0.2138	.	0.2165	.	0.2031	.	0.1938	0.1823	0.187	0.1953	0.1725	.	.	0.175	0.1783	.	.	0.218	.	0.1831	.	0.1855	.	.	.	0.2048	0.2024	.	0.2489	0.3045	.
