55
Celtis	0.0	0.0568	.	0.0839	0.0747	.	.	.	0.0649	.	.	0.097	.	.	0.0932	.	0.1197	.	0.1027	0.1015	.	.	.	0.1523	0.2148	.	0.2174	0.2231	.	0.2228	0.1947	0.1833	0.1879	.	.	0.1877	.	0.176	0.1792	0.1914	0.1733	.	.	.	.	.	.	.	0.1717	.	.	.	0.2499	.	0.3263
NothofBal	0.0568	0.0	0.07	.	0.0801	.	0.0909	.	.	.	.	0.1023	0.0886	.	.	0.1195	0.125	0.1444	.	.	.	0.1538	.	.	0.2201	0.2189	0.2228	0.2285	.	.	0.2001	0.1887	.	.	.	.	0.1795	0.1813	0.1846	.	0.1787	0.2243	.	0.1895	0.1887	0.1918	0.1921	0.1943	.	0.2111	.	.	.	0.3108	.
Heuchera	.	0.07	0.0	.	.	0.0639	0.0739	.	0.0531	.	0.077	.	0.0715	0.0692	0.0815	0.1024	.	.	0.0909	0.0898	0.1328	.	0.1209	.	0.2031	.	0.2057	.	0.1923	.	0.183	0.1716	0.1762	0.1846	0.1617	0.176	.	.	0.1675	0.1797	.	.	0.2192	0.1724	0.1716	.	0.175	.	.	.	0.1916	0.2375	.	.	.
Floerkea	0.0839	.	.	0.0	.	0.0815	0.0915	0.0895	0.0707	.	0.0946	.	.	0.0868	0.0991	0.12	.	0.145	.	0.1074	.	.	0.1385	.	0.2207	0.2194	0.2233	0.229	0.2099	0.2287	.	0.1892	.	0.2022	0.1793	.	.	0.1818	0.1851	0.1973	.	0.2248	0.2368	0.19	0.1892	.	.	0.1948	.	.	.	0.2551	0.2558	.	.
Dipsacus	0.0747	0.0801	.	.	0.0	0.0506	.	0.0649	.	0.0608	.	.	.	0.0726	0.0849	.	0.1113	0.1307	.	0.0931	0.1362	0.1401	.	.	.	.	0.2091	0.2148	.	.	0.1864	0.1749	.	0.1879	0.1651	0.1794	.	0.1676	.	.	0.165	0.2106	0.2226	.	0.175	0.1781	0.1784	.	.	0.1974	0.195	.	0.2415	0.2971	0.318
Cornuscan	.	.	0.0639	0.0815	0.0506	0.0	0.0677	0.0657	.	0.0617	0.0812	.	.	0.0734	0.0857	0.1066	.	0.1316	.	.	0.137	.	.	.	0.2073	.	0.2099	0.2156	.	0.2153	.	0.1758	.	0.1888	0.1659	0.1802	0.1666	0.1685	0.1717	0.1839	.	.	.	.	0.1758	.	0.1792	0.1814	0.1642	0.1982	0.1958	0.2417	0.2424	.	0.3188
Gentiana	.	0.0909	0.0739	0.0915	.	0.0677	0.0	.	.	.	.	0.0995	.	0.0834	0.0957	0.1166	0.1221	.	0.1051	0.1039	.	0.1509	0.1351	.	.	0.216	.	.	.	0.2253	.	.	.	.	0.1759	0.1902	0.1766	.	.	0.1939	0.1758	.	0.2334	0.1866	.	0.1889	0.1892	0.1914	.	.	.	0.2517	.	0.3079	0.3288
Nicotiana	.	.	.	0.0895	0.0649	0.0657	.	0.0	0.0654	0.0697	0.0893	0.0975	0.0837	.	0.0937	0.1147	.	0.1396	0.1032	0.102	.	.	0.1331	.	.	0.214	0.2179	.	0.2046	.	0.1953	.	.	.	0.174	.	.	0.1765	.	.	0.1738	0.2195	.	0.1846	.	.	.	0.1895	.	.	0.2039	.	0.2504	0.306	.
Platanus	0.0649	.	0.0531	0.0707	.	.	.	0.0654	0.0	.	.	0.0757	.	0.0596	0.0719	0.0929	0.0984	.	0.0814	0.0802	0.1233	0.1271	.	.	.	0.1923	.	.	0.1828	0.2015	.	.	0.1667	0.175	0.1522	0.1665	0.1529	.	0.158	.	.	0.1977	0.2097	0.1628	0.1621	.	0.1655	0.1677	.	0.1844	0.1821	.	.	0.2842	.
Gunnera	.	.	.	.	0.0608	0.0617	.	0.0697	.	0.0	.	.	0.0663	0.064	0.0763	.	0.1027	0.1221	.	.	.	.	.	0.1354	0.1978	0.1966	0.2005	0.2062	.	.	0.1778	0.1664	0.171	.	0.1565	0.1708	.	0.159	.	0.1745	.	.	.	.	0.1664	0.1695	0.1698	.	0.1548	0.1888	0.1864	0.2323	.	0.2885	0.3094
Austrobai	.	.	0.077	0.0946	.	0.0812	.	0.0893	.	.	0.0	0.0585	.	.	.	.	0.1104	0.1299	0.0935	.	.	.	0.1234	.	.	.	.	0.2139	.	0.2136	.	.	0.1787	0.1871	0.1642	0.1785	0.1649	.	.	0.1822	0.1641	0.2097	.	0.1749	0.1741	.	0.1775	0.1797	.	0.1965	.	.	.	0.2962	.
Victoria	0.097	0.1023	.	.	.	.	0.0995	0.0975	0.0757	.	0.0585	0.0	.	.	.	0.1132	0.1187	0.1381	.	.	0.1436	0.1475	0.1317	0.1514	0.2138	.	0.2165	0.2222	.	0.2218	0.1938	.	0.187	0.1953	.	0.1868	0.1732	0.175	0.1783	0.1905	0.1723	.	.	0.1831	.	0.1855	0.1858	0.188	0.1708	0.2048	0.2024	.	.	.	0.3254
Tasmannia	.	0.0886	0.0715	.	.	.	.	0.0837	.	0.0663	.	.	0.0	0.0422	.	0.0994	.	.	0.0879	.	0.1298	0.1337	.	0.1376	0.2	0.1988	.	.	0.1893	.	0.18	0.1685	0.1732	.	0.1587	0.173	0.1594	.	0.1645	0.1767	0.1586	.	.	0.1694	0.1686	.	0.172	.	.	0.191	0.1886	0.2344	.	.	0.3116
Hedycarya	.	.	0.0692	0.0868	0.0726	0.0734	0.0834	.	0.0596	0.064	.	.	0.0422	0.0	0.0583	0.0971	.	0.122	0.0856	0.0844	.	0.1314	0.1156	0.1353	.	.	0.2004	.	0.187	.	0.1777	0.1663	0.1709	.	.	.	0.1571	0.1589	.	0.1744	0.1563	.	0.2139	0.1671	0.1663	.	.	0.1719	.	0.1887	.	0.2322	0.2329	.	0.3093
Saururus	0.0932	.	0.0815	0.0991	0.0849	0.0857	0.0957	0.0937	0.0719	0.0763	.	.	.	0.0583	0.0	0.1094	.	.	.	0.0967	0.1398	0.1437	0.1279	.	.	.	0.2127	.	.	0.2181	.	0.1786	.	0.1916	.	0.183	0.1694	.	0.1745	0.1867	.	.	0.2262	0.1794	.	.	.	.	.	.	0.1986	.	.	.	.
Amaranthu	.	0.1195	0.1024	0.12	.	0.1066	0.1166	0.1147	0.0929	.	.	0.1132	0.0994	0.0971	0.1094	0.0	.	0.1478	.	.	0.1532	0.1571	0.1413	.	0.2235	.	0.2261	.	0.2127	0.2315	0.2034	.	.	0.205	0.1822	.	0.1828	.	0.1879	0.2001	0.182	0.2277	0.2396	.	.	0.1951	.	0.1976	.	0.2144	.	.	.	.	.
