55
Celtis	0.0	0.0568	.	.	.	0.0756	0.0856	0.0836	0.0649	0.0692	0.0887	.	.	.	.	.	0.1197	.	0.1027	.	0.1445	.	0.1326	.	0.2148	.	.	.	.	0.2228	.	.	0.1879	.	0.1735	0.1877	0.1741	.	0.1792	0.1914	0.1733	.	.	.	.	.	0.1868	.	.	0.2057	0.2033	.	.	0.3055	.
NothofBal	0.0568	0.0	.	.	.	0.0809	0.0909	0.089	0.0702	.	.	.	.	0.0863	0.0986	.	0.125	0.1444	0.108	0.1068	0.1499	0.1538	0.138	0.1577	.	.	.	.	0.2094	0.2281	0.2001	.	.	.	0.1788	.	0.1795	0.1813	.	0.1968	0.1787	.	0.2363	0.1895	0.1887	0.1918	.	0.1943	.	.	0.2087	0.2546	.	0.3108	.
Heuchera	.	.	0.0	.	.	.	0.0739	0.0719	.	0.0575	0.077	.	0.0715	0.0692	0.0815	0.1024	0.1079	.	0.0909	.	.	.	0.1209	.	.	.	.	0.2114	0.1923	0.2111	.	0.1716	0.1762	.	.	.	.	0.1642	0.1675	.	.	0.2072	0.2192	0.1724	.	0.1747	0.175	.	0.16	.	.	.	.	0.2937	.
Floerkea	.	.	.	0.0	.	.	0.0915	0.0895	0.0707	.	.	.	0.0891	.	.	0.12	0.1255	0.145	.	.	0.1504	.	0.1385	0.1582	.	0.2194	.	.	0.2099	0.2287	0.2006	.	0.1938	0.2022	.	.	0.18	.	.	.	.	.	.	.	.	0.1923	.	0.1948	.	0.2116	0.2092	.	.	.	0.3322
Dipsacus	.	.	.	.	0.0	.	0.0668	0.0649	0.0565	0.0608	.	.	0.0748	0.0726	.	0.1058	0.1113	.	.	0.0931	.	0.1401	.	.	.	0.2052	0.2091	0.2148	.	0.2144	.	0.1749	.	0.1879	.	0.1794	0.1658	0.1676	0.1709	0.1831	.	.	0.2226	.	0.175	0.1781	.	.	.	0.1974	.	.	.	0.2971	.
Cornuscan	0.0756	0.0809	.	.	.	0.0	.	0.0657	.	0.0617	.	0.0895	.	.	0.0857	.	0.1121	0.1316	.	.	0.137	.	.	0.1448	.	.	0.2099	.	.	0.2153	0.1872	.	0.1804	0.1888	.	.	0.1666	0.1685	.	.	.	0.2114	0.2234	.	.	0.1789	0.1792	.	.	.	.	.	.	0.2979	0.3188
Gentiana	0.0856	0.0909	0.0739	0.0915	0.0668	.	0.0	.	.	0.0717	0.0912	.	0.0857	.	0.0957	0.1166	.	0.1415	0.1051	0.1039	.	0.1509	0.1351	0.1548	0.2173	0.216	0.2199	.	.	.	.	.	0.1904	0.1988	.	.	0.1766	.	0.1817	.	0.1758	.	0.2334	.	.	.	0.1892	.	0.1742	.	.	0.2517	.	0.3079	0.3288
Nicotiana	0.0836	0.089	0.0719	0.0895	0.0649	0.0657	.	0.0	.	.	.	.	0.0837	.	.	.	0.1202	.	0.1032	.	.	0.1489	.	0.1528	0.2153	0.214	.	.	0.2046	0.2233	0.1953	.	.	.	0.174	.	.	0.1765	.	.	.	0.2195	.	0.1846	.	.	.	.	0.1722	0.2062	.	0.2497	.	.	.
Platanus	0.0649	0.0702	.	0.0707	0.0565	.	.	.	0.0	0.0376	.	0.0757	0.0619	.	0.0719	.	.	.	.	.	.	.	0.1113	0.131	.	.	0.1961	.	0.1828	0.2015	.	.	.	0.175	0.1522	.	0.1529	0.1547	.	0.1702	0.152	.	0.2097	0.1628	.	.	.	0.1677	.	.	.	0.2279	.	0.2842	0.3051
Gunnera	0.0692	.	0.0575	.	0.0608	0.0617	0.0717	.	0.0376	0.0	.	.	.	0.064	0.0763	.	.	.	.	.	.	.	.	.	.	.	0.2005	0.2062	.	0.2059	.	.	0.171	0.1794	0.1565	.	0.1572	0.159	.	.	.	0.202	.	0.1672	0.1664	0.1695	0.1698	0.172	0.1548	0.1888	0.1864	0.2323	0.233	.	0.3094
Austrobai	0.0887	.	0.077	.	.	.	0.0912	.	.	.	0.0	0.0585	.	0.0506	.	.	0.1104	.	.	0.0923	0.1353	0.1392	0.1234	.	.	0.2043	.	.	.	0.2136	.	.	.	0.1871	.	.	.	.	0.17	0.1822	.	0.2097	0.2217	.	.	0.1772	.	.	0.1625	0.1965	0.1941	.	0.2407	.	0.3171
Victoria	.	.	.	.	.	0.0895	.	.	0.0757	.	0.0585	0.0	0.0611	0.0588	0.0744	0.1132	.	.	0.1017	0.1005	0.1436	.	0.1317	0.1514	.	.	.	.	0.2031	0.2218	.	0.1823	.	.	.	0.1868	0.1732	.	.	.	.	0.218	.	.	.	.	0.1858	.	.	.	0.2024	0.2482	.	.	.
Tasmannia	.	.	0.0715	0.0891	0.0748	.	0.0857	0.0837	0.0619	.	.	0.0611	0.0	0.0422	.	.	0.1049	0.1243	.	.	.	0.1337	.	.	.	.	.	0.2084	.	.	0.18	.	0.1732	0.1816	.	0.173	.	0.1612	0.1645	.	0.1586	.	0.2162	0.1694	0.1686	.	0.172	.	.	0.191	.	.	0.2351	0.2907	.
Hedycarya	.	0.0863	0.0692	.	0.0726	.	.	.	.	0.064	0.0506	0.0588	0.0422	0.0	0.0583	0.0971	.	0.122	.	0.0844	0.1275	.	0.1156	0.1353	.	.	.	0.2061	0.187	0.2058	0.1777	.	.	.	.	0.1707	.	0.1589	.	.	.	0.2019	0.2139	.	.	0.1694	0.1697	0.1719	.	.	0.1863	0.2322	.	0.2884	0.3093
Saururus	.	0.0986	0.0815	.	.	0.0857	0.0957	.	0.0719	0.0763	.	0.0744	.	0.0583	0.0	.	0.1149	0.1343	.	.	.	0.1437	.	.	0.21	.	0.2127	.	.	.	.	.	0.1832	0.1916	.	0.183	.	0.1712	0.1745	.	.	.	.	0.1794	.	0.1817	.	.	.	.	.	0.2445	0.2452	.	0.3216
Amaranthu	.	.	0.1024	0.12	0.1058	.	0.1166	.	.	.	.	0.1132	.	0.0971	.	0.0	.	0.1478	0.1114	.	.	0.1571	.	.	.	0.2222	.	.	.	0.2315	.	0.192	0.1966	0.205	.	0.1964	0.1828	0.1847	.	.	.	0.2277	0.2396	.	.	0.1951	.	.	.	.	.	.	0.2586	.	.
Carex	0.1197	0.125	0.1079	0.1255	0.1113	0.1121	.	0.1202	.	.	0.1104	.	0.1049	.	0.1149	.	0.0	.	0.0874	.	.	0.149	.	0.1529	0.2154	0.2141	.	.	.	0.2234	0.1953	0.1839	0.1885	.	.	0.1883	.	.	0.1798	0.192	.	.	.	.	.	.	.	.	0.1723	.	0.2039	0.2498	0.2505	.	.
Avena	.	0.1444	.	0.145	.	0.1316	0.1415	.	.	.	.	.	0.1243	0.122	0.1343	0.1478	.	0.0	0.1068	.	.	.	0.1526	0.1723	0.2348	0.2335	0.2374	.	.	0.2428	.	0.2033	.	0.2163	.	0.2077	.	0.196	.	.	.	0.2389	0.2509	.	.	.	.	.	0.1917	0.2257	0.2233	.	.	0.3255	.
Aloe	0.1027	0.108	0.0909	.	.	.	0.1051	0.1032	.	.	.	0.1017	.	.	.	0.1114	0.0874	0.1068	0.0	.	0.1281	0.132	.	.	0.1984	.	0.201	0.2067	0.1876	.	0.1783	0.1669	.	.	0.157	.	0.1577	.	.	.	0.1569	.	0.2145	0.1677	.	.	0.1703	0.1725	.	.	.	0.2328	.	.	0.3099
Iris	.	0.1068	.	.	0.0931	.	0.1039	.	.	.	0.0923	0.1005	.	0.0844	.	.	.	.	.	0.0	.	.	0.115	0.1347	0.1972	0.1959	.	.	0.1864	0.2052	.	.	.	0.1787	.	0.1701	.	.	.	0.1738	.	.	.	.	0.1657	0.1688	0.1692	0.1713	0.1541	.	.	.	.	.	.
Picea_pun	0.1445	0.1499	.	0.1504	.	0.137	.	.	.	.	0.1353	0.1436	.	0.1275	.	.	.	.	0.1281	.	0.0	.	.	.	0.1933	.	0.1959	0.2016	.	.	.	0.1618	.	0.1748	0.1519	.	0.1526	0.1545	.	.	.	0.1974	0.2094	0.1626	.	.	0.1652	0.1674	0.1502	.	0.1818	.	.	0.2839	0.3048
Larix	.	0.1538	.	.	0.1401	.	0.1509	0.1489	.	.	0.1392	.	0.1337	.	0.1437	0.1571	0.149	.	0.132	.	.	0.0	0.0712	0.0998	0.1971	.	.	0.2055	.	.	.	.	0.1703	0.1787	.	0.1701	0.1565	.	0.1616	.	.	.	0.2133	0.1665	0.1657	.	.	0.1713	.	.	.	.	0.2323	0.2878	.
Ginkgobil	0.1326	0.138	0.1209	0.1385	.	.	0.1351	.	0.1113	.	0.1234	0.1317	.	0.1156	.	.	.	0.1526	.	0.115	.	0.0712	0.0	0.084	0.1813	.	0.184	0.1897	.	.	.	.	0.1545	.	.	.	0.1407	0.1425	.	.	.	0.1855	.	0.1507	0.1499	0.153	.	.	.	.	0.1699	.	.	0.272	.
Podocarpus	.	0.1577	.	0.1582	.	0.1448	0.1548	0.1528	0.131	.	.	0.1514	.	0.1353	.	.	0.1529	0.1723	.	0.1347	.	0.0998	0.084	0.0	0.201	0.1998	.	0.2094	0.1903	0.209	.	.	0.1742	0.1826	0.1597	.	0.1604	.	0.1655	.	0.1596	0.2052	0.2172	.	0.1696	0.1727	.	0.1752	.	.	0.1896	0.2355	.	.	.
Xiphopteri	0.2148	.	.	.	.	.	0.2173	0.2153	.	.	.	.	.	.	0.21	.	0.2154	0.2348	0.1984	0.1972	0.1933	0.1971	0.1813	0.201	0.0	.	.	0.1405	.	0.1751	0.147	0.1567	0.172	.	.	.	0.1786	.	0.1837	.	.	.	.	.	0.1878	0.1909	.	0.1934	0.1762	0.2102	.	0.2537	.	0.3099	0.3308
Nephrolepi	.	.	.	0.2194	0.2052	.	0.216	0.214	.	.	0.2043	.	.	.	.	0.2222	0.2141	0.2335	.	0.1959	.	.	.	0.1998	.	0.0	.	.	.	.	.	.	.	.	.	0.191	0.1774	.	0.1825	0.1947	.	0.2222	.	0.1873	0.1866	.	0.19	.	.	0.2089	.	.	0.2531	.	.
Asplenium	.	.	.	.	0.2091	0.2099	0.2199	.	0.1961	0.2005	.	.	.	.	0.2127	.	.	0.2374	0.201	.	0.1959	.	0.184	.	.	.	0.0	.	0.159	.	.	.	.	0.183	0.1778	0.1949	.	.	0.1864	.	.	0.2261	.	0.1912	0.1905	0.1935	.	.	.	0.2128	.	0.2563	.	.	0.3335
Monachosor	.	.	0.2114	.	0.2148	.	.	.	.	0.2062	.	.	0.2084	0.2061	.	.	.	.	0.2067	.	0.2016	0.2055	0.1897	0.2094	0.1405	.	.	0.0	.	.	.	0.165	0.1804	.	.	.	0.187	0.1888	0.1921	.	0.1862	0.2318	.	.	.	0.1993	0.1996	0.2018	.	.	0.2162	0.2621	0.2628	0.3183	.
Loxoma	.	0.2094	0.1923	0.2099	.	.	.	0.2046	0.1828	.	.	0.2031	.	0.187	.	.	.	.	0.1876	0.1864	.	.	.	0.1903	.	.	0.159	.	0.0	.	0.1154	.	0.1612	.	0.1645	0.1815	0.1679	.	.	.	0.1671	.	.	.	0.1771	.	0.1805	0.1827	.	.	.	.	0.2436	.	0.3201
