55
Celtis	0.0	.	0.0647	.	.	0.0756	0.0856	.	.	.	0.0887	.	.	0.0809	.	.	.	0.1391	.	.	.	.	.	.	.	.	.	.	.	.	0.1947	0.1833	.	0.1963	.	.	0.1741	0.176	0.1792	.	.	0.2189	.	0.1841	0.1833	.	0.1868	.	0.1717	0.2057	0.2033	.	0.2499	.	0.3263
NothofBal	.	0.0	.	.	.	.	0.0909	.	.	0.0746	.	.	0.0886	0.0863	.	.	0.125	.	.	0.1068	0.1499	.	.	0.1577	.	.	0.2228	0.2285	.	0.2281	.	.	.	0.2017	.	0.1931	0.1795	.	0.1846	.	.	.	0.2363	.	.	.	.	.	0.1771	0.2111	.	.	.	.	.
Heuchera	0.0647	.	0.0	0.0722	0.063	0.0639	.	.	.	0.0575	.	0.0853	.	0.0692	.	.	0.1079	.	.	.	0.1328	0.1367	0.1209	0.1406	.	.	.	0.2114	.	.	0.183	0.1716	.	.	0.1617	.	.	.	.	.	0.1616	.	.	.	.	.	0.175	.	0.16	0.194	0.1916	.	.	0.2937	.
Floerkea	.	.	0.0722	0.0	.	.	0.0915	.	0.0707	0.0751	.	.	0.0891	.	.	0.12	.	0.145	.	0.1074	.	0.1543	.	.	0.2207	0.2194	0.2233	.	0.2099	.	0.2006	.	0.1938	.	.	0.1936	0.18	.	.	.	.	.	.	.	.	.	.	.	.	0.2116	0.2092	.	.	.	0.3322
Dipsacus	.	.	0.063	.	0.0	.	.	.	0.0565	0.0608	0.0804	0.0886	.	0.0726	.	.	.	.	.	0.0931	.	.	0.1243	.	.	.	0.2091	.	.	.	.	.	0.1796	.	.	.	.	.	.	.	.	0.2106	0.2226	0.1757	0.175	0.1781	.	.	0.1634	.	0.195	.	0.2415	.	.
Cornuscan	0.0756	.	0.0639	.	.	0.0	.	.	.	.	0.0812	0.0895	.	0.0734	0.0857	0.1066	.	.	.	0.094	0.137	0.1409	0.1251	0.1448	.	.	.	.	.	0.2153	0.1872	.	.	0.1888	.	.	0.1666	.	.	.	.	.	.	.	.	.	.	.	0.1642	0.1982	.	.	.	.	.
Gentiana	0.0856	0.0909	.	0.0915	.	.	0.0	.	.	.	0.0912	.	0.0857	0.0834	0.0957	.	.	0.1415	.	0.1039	.	.	.	.	0.2173	.	0.2199	0.2256	.	0.2253	0.1972	.	0.1904	0.1988	0.1759	.	.	.	.	.	0.1758	0.2214	.	0.1866	0.1858	.	0.1892	0.1914	0.1742	.	.	.	.	.	0.3288
Nicotiana	.	.	.	.	.	.	.	0.0	.	.	.	0.0975	0.0837	0.0814	0.0937	.	.	0.1396	.	0.102	.	.	0.1331	.	0.2153	0.214	0.2179	0.2237	.	.	0.1953	0.1838	.	.	0.174	0.1882	.	.	.	.	0.1738	0.2195	0.2315	0.1846	.	0.1869	0.1873	0.1895	0.1722	0.2062	.	.	.	.	.
Platanus	.	.	.	0.0707	0.0565	.	.	.	0.0	.	.	0.0757	.	.	0.0719	.	.	.	0.0814	.	0.1233	.	0.1113	.	.	0.1923	0.1961	.	0.1828	.	0.1735	.	.	.	0.1522	0.1665	.	.	0.158	.	.	.	.	0.1628	.	.	.	.	0.1504	.	0.1821	.	.	0.2842	0.3051
Gunnera	.	0.0746	0.0575	0.0751	0.0608	.	.	.	.	0.0	0.0718	0.0801	0.0663	0.064	0.0763	.	.	0.1221	0.0857	.	.	.	0.1157	.	0.1978	0.1966	0.2005	0.2062	.	.	0.1778	0.1664	.	.	0.1565	0.1708	0.1572	0.159	.	.	.	.	0.214	.	.	0.1695	0.1698	.	.	0.1888	0.1864	0.2323	.	0.2885	.
